UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-DFO-FL-2017-0003,2017-07-27,2017-10-08,73,Monsoonal rain,NA,NA,NA,22.9061,88.0848,1,43809.39,39,NA,47000,NA,NA,NA,DFO,4499
UEI-DFO-FL-2017-0004,2017-10-08,2017-08-26,Diffing the dates,Monsoonal rain,NA,NA,NA,28.1657,79.076,2,421575.24,253,NA,422106,NA,NA,NA,DFO,4507
UEI-DFO-FL-2017-0005,2017-10-30,2017-08-11,Diffing the dates,Heavy Rain,NA,NA,NA,10.489,79.0039,1.5,50536.26,4,NA,4000,NA,NA,NA,DFO,4532
UEI-DFO-FL-2018-0001,2018-05-29,2018-05-30,1,Torrential rain,NA,NA,NA,14.3584,75.4408,1.5,116730.41,3,NA,300,NA,NA,NA,DFO,4622
UEI-DFO-FL-2018-0002,2018-12-06,2018-06-20,Diffing the dates,Monsoonal rain,NA,NA,NA,26.8948,93.3551,1.5,209440.59,20,NA,800000,NA,NA,NA,DFO,4634
UEI-DFO-FL-2018-0003,2018-06-25,2018-11-07,135,Monsoonal rain,NA,NA,NA,33.3752,75.1439,1,25994.04,3,NA,0,NA,NA,NA,DFO,4640
UEI-DFO-FL-2018-0004,2018-06-22,2018-02-07,Diffing the dates,Monsoonal rain,NA,NA,NA,20.9795,73.783,1,57211.12,20,NA,0,NA,NA,NA,DFO,4641
UEI-DFO-FL-2018-0005,2018-06-07,2018-11-07,153,Monsoonal rain,NA,NA,NA,19.5656,74.5501,1.5,116871.19,1,NA,300,NA,NA,NA,DFO,4644
UEI-DFO-FL-2018-0006,2018-09-07,2018-07-19,Diffing the dates,Monsoonal rain,NA,NA,NA,12.5238,75.6883,1.5,153840.07,12,NA,34000,NA,NA,NA,DFO,4656
UEI-DFO-FL-2018-0007,2018-07-08,2018-10-08,92,Monsoonal rain,NA,NA,NA,9.39943,76.7275,1.5,24440.47,20,NA,1000,NA,NA,NA,DFO,4663
UEI-DFO-FL-2018-0008,2018-02-08,2018-10-08,242,Monsoonal rain,NA,NA,NA,27.2914,94.1222,1.5,73328.62,0,NA,25000,NA,NA,NA,DFO,4665
UEI-DFO-FL-2018-0009,2018-01-09,2018-07-09,181,Monsoonal rain,NA,NA,NA,25.7354,82.4309,1.5,70859.96,20,NA,1000,NA,NA,NA,DFO,4673
UEI-DFO-FL-2018-0010,2018-08-15,2018-07-09,Diffing the dates,Monsoonal rain,NA,NA,NA,26.0513,94.7655,1.5,28864.54,11,NA,2000,NA,NA,NA,DFO,4675
UEI-DFO-FL-2018-0011,2018-09-23,2018-02-10,Diffing the dates,Torrential rain,NA,NA,NA,31.3414,76.6285,1,114348.33,28,NA,935,NA,NA,NA,DFO,4684
UEI-DFO-FL-2018-0012,2018-11-10,2018-12-10,30,Tropical cyclone,NA,NA,NA,17.9,83.3588,1.5,87682.57,7,NA,300000,NA,NA,NA,DFO,4686
UEI-DFO-FL-2019-0001,2019-03-05,2019-07-05,122,Tropical cyclone,NA,NA,NA,21.5427,87.4662,1.5,123330.04,43,NA,1400000,NA,NA,NA,DFO,4746
UEI-DFO-FL-2019-0002,2019-05-24,2019-05-27,3,Heavy Rain,NA,NA,NA,23.4991,91.5736,1.5,9467.55,0,NA,750,NA,NA,NA,DFO,4752
UEI-DFO-FL-2019-0003,2019-06-27,2019-07-13,16,Monsoonal rain,NA,NA,NA,27.3531,94.3944,1,67022.92,3,NA,50000,NA,NA,NA,DFO,4772
UEI-DFO-FL-2019-0004,2019-01-07,2019-05-07,120,Torrential rain,NA,NA,NA,20.2969,74.748,1.5,113845.85,36,NA,0,NA,NA,NA,DFO,4775
UEI-DFO-FL-2019-0005,2019-06-08,2019-09-08,92,Monsoonal rain,NA,NA,NA,11.4575,76.0842,1.5,94518.75,0,NA,22000,NA,NA,NA,DFO,4784
UEI-DFO-FL-2019-0006,2019-05-08,2019-09-08,123,Monsoonal rain,NA,NA,NA,19.1145,83.4825,1.5,302736.26,25,NA,112500,NA,NA,NA,DFO,4785
UEI-DFO-FL-2019-0007,2019-09-13,2019-09-22,9,Monsoonal rain,NA,NA,NA,25.3928,74.3521,1.5,180233.95,0,NA,4500,NA,NA,NA,DFO,4798
UEI-DFO-FL-2019-0008,2019-09-15,2019-09-22,7,Monsoonal rain,NA,NA,NA,24.1511,77.3956,1.5,236728.11,0,NA,45000,NA,NA,NA,DFO,4799
UEI-DFO-FL-2019-0009,2019-10-25,2019-06-11,Diffing the dates,Heavy Rain,NA,NA,NA,27.0678,94.2459,1,106818.77,2,NA,1000,NA,NA,NA,DFO,4822
UEI-DFO-FL-2019-0010,2019-11-30,2019-06-12,Diffing the dates,Heavy Rain,NA,NA,NA,10.8488,78.8554,1.5,104755.46,30,NA,1000,NA,NA,NA,DFO,4832
UEI-EM-DAT-FL-1926-0001,1926-07-19,1926-07-19,0,Riverine flood,Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1926-0008
UEI-EM-DAT-FL-1928-0001,1928-10-19,1928-10-19,0,NA,"Godavari, Vizagapatnam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1928-0018
UEI-EM-DAT-FL-1950-0001,1950-07-11,1950-07-11,0,Riverine flood,Saurashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1950-0006
UEI-EM-DAT-FL-1950-0002,/06/1950,/06/1950,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1950-0026
UEI-EM-DAT-FL-1953-0001,/06/1953,/06/1953,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1953-0045
UEI-EM-DAT-FL-1956-0001,1956-08-01,1956-08-01,0,NA,"Gujarat, Saurashtra, Kutch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1956-0012
UEI-EM-DAT-FL-1956-0002,1956-09-09,1956-09-09,0,NA,"Bihar, Uttar Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1956-0016
UEI-EM-DAT-FL-1956-0003,/10/1956,/10/1956,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1956-0046
UEI-EM-DAT-FL-1957-0001,1957-09-09,1957-09-09,0,NA,"Madya Pradesh, Uttar Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1957-0010
UEI-EM-DAT-FL-1957-0002,/09/1957,/09/1957,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1957-0038
UEI-EM-DAT-FL-1957-0003,/11/1957,/11/1957,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1957-0041
UEI-EM-DAT-FL-1958-0001,1958-11-15,1958-11-15,0,NA,Madras city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1958-0015
UEI-EM-DAT-FL-1959-0001,1959-07-04,1959-07-04,0,NA,Kutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1959-0007
UEI-EM-DAT-FL-1959-0002,/07/1959,/07/1959,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1959-0038
UEI-EM-DAT-FL-1959-0003,/09/1959,/09/1959,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1959-0046
UEI-EM-DAT-FL-1960-0001,1960-11-10,1960-11-10,0,NA,"Maduri, Madras City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0032
UEI-EM-DAT-FL-1960-0002,/07/1960,/07/1960,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0051
UEI-EM-DAT-FL-1960-0003,/08/1960,/08/1960,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0054
UEI-EM-DAT-FL-1960-0004,/09/1960,/09/1960,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0056
UEI-EM-DAT-FL-1961-0001,/07/1961,/07/1961,Diffing the dates,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0007
UEI-EM-DAT-FL-1961-0002,1961-09-06,1961-09-06,0,NA,"Central, West India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0009
UEI-EM-DAT-FL-1961-0003,1961-10-09,1961-10-09,0,NA,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0012
UEI-EM-DAT-FL-1961-0004,/10/1961,/10/1961,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0050
UEI-EM-DAT-FL-1962-0001,/08/1962,/08/1962,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1962-0034
UEI-EM-DAT-FL-1962-0002,/09/1962,/09/1962,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1962-0036
UEI-EM-DAT-FL-1963-0001,/07/1963,/07/1963,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1963-0070
UEI-EM-DAT-FL-1964-0001,/07/1964,/07/1964,Diffing the dates,NA,"Assam, Bihar, Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0038
UEI-EM-DAT-FL-1964-0002,/10/1964,/10/1964,Diffing the dates,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0055
UEI-EM-DAT-FL-1964-0003,/09/1964,/09/1964,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0097
UEI-EM-DAT-FL-1964-0004,/09/1964,/09/1964,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0101
UEI-EM-DAT-FL-1966-0001,/06/1966,/06/1966,Diffing the dates,NA,"Manipur, Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1966-0046
UEI-EM-DAT-FL-1967-0001,1967-09-05,1967-09-05,0,NA,"North, Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1967-0055
UEI-EM-DAT-FL-1968-0001,1968-06-12,1968-06-12,0,NA,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0051
UEI-EM-DAT-FL-1968-0002,/07/1968,/07/1968,Diffing the dates,Flash flood,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0055
UEI-EM-DAT-FL-1968-0003,/08/1968,/08/1968,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0124
UEI-EM-DAT-FL-1968-0004,/10/1968,/10/1968,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0127
UEI-EM-DAT-FL-1970-0001,/07/1970,/07/1970,Diffing the dates,NA,"North-East, Western, North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1970-0034
UEI-EM-DAT-FL-1970-0002,1970-09-02,1970-09-02,0,NA,"Gujarat, Orissa states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1970-0105
UEI-EM-DAT-FL-1971-0001,/06/1971,/06/1971,Diffing the dates,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1971-0037
UEI-EM-DAT-FL-1971-0002,1971-09-09,1971-09-09,0,NA,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1971-0052
UEI-EM-DAT-FL-1971-0003,/06/1971,/06/1971,Diffing the dates,NA,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1971-0116
UEI-EM-DAT-FL-1974-0001,/06/1974,/06/1974,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1974-0128
UEI-EM-DAT-FL-1974-0002,1974-07-02,1974-07-02,0,NA,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1974-0129
UEI-EM-DAT-FL-1975-0001,/07/1975,/07/1975,Diffing the dates,NA,"Northwest, Bihar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1975-0037
UEI-EM-DAT-FL-1977-0001,/08/1977,/08/1977,Diffing the dates,Riverine flood,Ganges region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1977-0094
UEI-EM-DAT-FL-1977-0002,/10/1977,/10/1977,Diffing the dates,NA,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1977-0121
UEI-EM-DAT-FL-1978-0001,/07/1978,/07/1978,Diffing the dates,NA,"North, Northeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1978-0087
UEI-EM-DAT-FL-1978-0002,/09/1978,/09/1978,Diffing the dates,NA,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1978-0111
UEI-EM-DAT-FL-1979-0001,/07/1979,/07/1979,Diffing the dates,NA,"North West, North, North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1979-0060
UEI-EM-DAT-FL-1979-0002,/10/1979,/10/1979,Diffing the dates,NA,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1979-0093
UEI-EM-DAT-FL-1979-0003,/11/1979,/11/1979,Diffing the dates,NA,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1979-0100
UEI-EM-DAT-FL-1979-0004,1979-08-25,1979-08-25,0,NA,"Uttar Pradesh, Bihar, West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1979-0225
UEI-EM-DAT-FL-1980-0001,/07/1980,/07/1980,Diffing the dates,NA,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1980-0057
UEI-EM-DAT-FL-1980-0002,/07/1980,/07/1980,Diffing the dates,NA,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1980-0062
UEI-EM-DAT-FL-1980-0003,/08/1980,/08/1980,Diffing the dates,NA,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1980-0074
UEI-EM-DAT-FL-1980-0004,/09/1980,/09/1980,Diffing the dates,NA,Orissa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1980-0085
UEI-EM-DAT-FL-1980-0005,/07/1980,/07/1980,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1980-0324
UEI-EM-DAT-FL-1981-0001,1981-07-04,1981-07-04,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1981-0063
UEI-EM-DAT-FL-1982-0001,/08/1982,/08/1982,Diffing the dates,NA,Northeast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1982-0087
UEI-EM-DAT-FL-1982-0002,/06/1982,/06/1982,Diffing the dates,NA,North-East region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1982-0314
UEI-EM-DAT-FL-1983-0001,/07/1983,/07/1983,Diffing the dates,NA,"Upper Assama, Central Sikkim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1983-0089
UEI-EM-DAT-FL-1983-0002,/08/1983,/08/1983,Diffing the dates,NA,Central - Western,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1983-0102
UEI-EM-DAT-FL-1983-0003,/12/1983,/12/1983,Diffing the dates,NA,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1983-0153
UEI-EM-DAT-FL-1983-0004,/09/1983,/09/1983,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1983-0507
UEI-EM-DAT-FL-1984-0001,/05/1984,/05/1984,Diffing the dates,NA,North-East states,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1984-0040
UEI-EM-DAT-FL-1984-0002,1984-06-25,1984-06-25,0,NA,"West Bengal, Uttar Pradesh, Assam, Bihar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1984-0318
UEI-EM-DAT-FL-1984-0003,1984-08-16,1984-08-16,0,Flash flood,Ladakh area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1984-0322
UEI-EM-DAT-FL-1984-0004,/08/1984,/08/1984,Diffing the dates,NA,"W Bengal, Uttar Pradesh & Orissa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1984-0323
UEI-EM-DAT-FL-1984-0005,/09/1984,/09/1984,Diffing the dates,NA,North-East region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1984-0325
UEI-EM-DAT-FL-1985-0001,/06/1985,/06/1985,Diffing the dates,NA,Punjab (Western),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1985-0067
UEI-EM-DAT-FL-1985-0002,/06/1985,/06/1985,Diffing the dates,NA,"Uttar Pradesh,  West Bengal, Punjab (North, North-West, East India)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1985-0068
UEI-EM-DAT-FL-1985-0003,1985-11-12,1985-11-12,0,NA,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1985-0131
UEI-EM-DAT-FL-1985-0004,/09/1985,/09/1985,Diffing the dates,Riverine flood,"Uttar Pradesh, Bihar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1985-0317
UEI-EM-DAT-FL-1985-0005,1985-06-23,1985-06-23,0,Riverine flood,"Kerala, Assam, Bombay, Karnataka, Goa states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1985-0343
UEI-EM-DAT-FL-1986-0001,/08/1986,/08/1986,Diffing the dates,Riverine flood,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1986-0085
UEI-EM-DAT-FL-1986-0002,1986-10-10,1986-10-10,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1986-0239
UEI-EM-DAT-FL-1986-0003,//1986,//1986,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1986-0385
UEI-EM-DAT-FL-1987-0001,/08/1987,/08/1987,Diffing the dates,Riverine flood,"Assam, Bihar, West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1987-0137
UEI-EM-DAT-FL-1987-0002,/05/1987,/05/1987,Diffing the dates,NA, Cachemire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1987-0386
UEI-EM-DAT-FL-1987-0003,1987-07-09,1987-07-09,0,NA, Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1987-0394
UEI-EM-DAT-FL-1987-0004,1987-09-18,1987-09-18,0,NA,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1987-0410
UEI-EM-DAT-FL-1988-0001,/06/1988,/06/1988,Diffing the dates,Riverine flood,"Bihar, West Bengal, Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1988-0244
UEI-EM-DAT-FL-1988-0002,1988-09-22,1988-10-09,17,Riverine flood,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1988-0438
UEI-EM-DAT-FL-1988-0003,/08/1988,/08/1988,Diffing the dates,NA,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1988-0703
UEI-EM-DAT-FL-1989-0001,1989-07-28,1989-07-28,0,Riverine flood,"Maharashtra, Andhra Pradesh, Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1989-0091
UEI-EM-DAT-FL-1989-0002,/08/1989,/08/1989,Diffing the dates,Riverine flood,"Assam, Arunachal Pradesh, Manipur, Mizorem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1989-0260
UEI-EM-DAT-FL-1990-0001,1990-03-21,1990-03-22,1,Flash flood,"Jammu, Kargil district (Kashmir)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1990-0103
UEI-EM-DAT-FL-1990-0002,1990-10-24,1990-10-28,4,Riverine flood,Tami Nadu state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1990-0414
UEI-EM-DAT-FL-1990-0003,/08/1990,/08/1990,Diffing the dates,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1990-0589
UEI-EM-DAT-FL-1990-0004,1990-06-13,1990-06-18,5,Riverine flood,Bombay (Assam state),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1990-0714
UEI-EM-DAT-FL-1991-0001,1991-07-13,1991-07-19,6,Coastal flood,"Assam, Meghalaya states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0189
UEI-EM-DAT-FL-1991-0002,1991-06-10,1991-06-12,2,Riverine flood,"Bombay, Kerala, Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0278
UEI-EM-DAT-FL-1991-0003,1991-05-07,1991-05-08,1,Coastal flood,"Assam, Tripura, Arunachal, Mizorem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0338
UEI-EM-DAT-FL-1991-0004,1991-10-30,1991-10-30,0,Riverine flood, Near Thondebhavi (Karnataka),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0431
UEI-EM-DAT-FL-1991-0005,1991-06-01,1991-07-09,38,Riverine flood,Kerala state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0509
UEI-EM-DAT-FL-1991-0006,1991-07-30,1991-07-30,0,Riverine flood,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0527
UEI-EM-DAT-FL-1991-0007,1991-08-15,1991-08-29,14,Riverine flood,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0532
UEI-EM-DAT-FL-1991-0008,1991-09-14,1991-09-15,1,Riverine flood,West Bengal state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1991-0766
UEI-EM-DAT-FL-1992-0001,1992-09-08,31/09/1992,Diffing the dates,Riverine flood,"Uttar Pradesh, Jammu, Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1992-0083
UEI-EM-DAT-FL-1992-0002,1992-10-08,1992-10-08,0,Riverine flood,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1992-0147
UEI-EM-DAT-FL-1992-0003,1992-07-26,1992-07-31,5,Riverine flood,Orissa state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1992-0333
UEI-EM-DAT-FL-1992-0004,1992-11-10,1992-11-10,0,NA,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1992-0483
UEI-EM-DAT-FL-1992-0005,/09/1992,/09/1992,Diffing the dates,Riverine flood,"Banda, Allahbad, Kanpur (Uttar Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1992-0546
UEI-EM-DAT-FL-1993-0001,1993-07-08,1993-07-31,23,NA,"Punjab, Haryana, Himachal Pradesh,  Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam  states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1993-0042
UEI-EM-DAT-FL-1993-0002,1993-10-11,1993-10-21,10,Flash flood,Karnataka state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1993-0218
UEI-EM-DAT-FL-1993-0003,1993-09-09,1993-09-17,8,Riverine flood,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1993-0325
UEI-EM-DAT-FL-1993-0004,/05/1993,/05/1993,Diffing the dates,Riverine flood,"Tripura, Karamganj (Assam)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1993-0326
UEI-EM-DAT-FL-1993-0005,/07/1993,/07/1993,Diffing the dates,Riverine flood,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1993-0570
UEI-EM-DAT-FL-1994-0001,/05/1994,/10/1994,Diffing the dates,NA,"Assam, Arunachal Pradesh, Jammu and Kashmir, Himachal, Punjab, Uttar Pradesh, Goa, Kerala, Gujarat states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1994-0068
UEI-EM-DAT-FL-1994-0002,1994-08-17,1994-08-17,0,Riverine flood,New Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1994-0763
